month	year	ndays_prec	high_prec	tot_prec	mean_prec	tdays	nao	soi
11	1998	26	TRUE	130.6	4.35333333333333	30	1.13	1.01
11	1999	23	FALSE	91.7	3.05666666666667	30	0.3	1.22
11	2000	29	TRUE	226.9	7.56333333333333	30	-0.24	2.02
11	2001	23	TRUE	97.3	3.24333333333333	30	0.01	0.64
11	2002	24	TRUE	132.4	4.41333333333333	30	-0.27	-0.6
11	2003	21	TRUE	110.8	3.69333333333333	30	0.31	-0.32
11	2004	22	FALSE	42.1	1.40333333333333	30	-0.55	-1.06
11	2005	19	TRUE	121.4	4.04666666666667	30	-1.01	-0.42
11	2006	23	TRUE	174.3	5.81	30	2	0.05
11	2007	21	TRUE	80.3	2.67666666666667	30	-1.67	0.82
11	2008	22	TRUE	91	3.03333333333333	30	-1.3	1.64
11	2009	29	TRUE	355.6	11.8533333333333	30	1.68	-0.67
11	2010	24	TRUE	162.9	5.43	30	-3.34	1.62
11	2011	20	FALSE	91.2	3.04	30	0.74	1.41
11	2012	25	TRUE	150.9	5.03	30	-1.11	0.33
11	2013	18	TRUE	79.5	2.65	30	0.04	0.75
11	2014	23	TRUE	94.2	3.14	30	-2.17	-0.96
11	2015	27	TRUE	263.3	8.77666666666667	30	3.54	-0.63
11	2016	21	TRUE	107.1	3.57	30	-1.61	-0.23
11	2017	25	TRUE	122.6	4.08666666666667	30	-0.9	0.94
12	1961	17	TRUE	104.5	3.37096774193548	31	-1.72	1.31
12	1962	20	TRUE	85.6	2.76129032258065	31	-0.66	-0.1
12	1963	14	TRUE	54.7	1.76451612903226	31	-3.09	-1.35
12	1964	22	TRUE	208.2	6.71612903225806	31	-1.24	-0.49
12	1965	27	FALSE	125.7	4.05483870967742	31	1.24	0.02
12	1966	29	TRUE	144.1	4.64838709677419	31	1.68	-0.61
12	1967	21	TRUE	84	2.70967741935484	31	-0.53	-0.78
12	1968	16	FALSE	83.8	2.70322580645161	31	-1.73	0.13
12	1969	23	TRUE	101.6	3.27741935483871	31	-0.26	0.24
12	1970	21	FALSE	60.2	1.94193548387097	31	-1.58	1.83
12	1971	23	FALSE	48.9	1.57741935483871	31	0.76	0.15
12	1972	19	TRUE	143.9	4.64193548387097	31	2.11	-1.47
12	1973	24	FALSE	97.5	3.14516129032258	31	-1.65	1.76
12	1974	30	TRUE	213.2	6.87741935483871	31	3.06	-0.14
12	1975	18	TRUE	55.7	1.79677419354839	31	-1.57	2.05
12	1976	23	FALSE	78.2	2.52258064516129	31	-3.63	-0.48
12	1977	20	TRUE	125.2	4.03870967741936	31	-0.25	-1.23
12	1978	24	TRUE	139.6	4.50322580645161	31	-2.08	-0.21
12	1979	25	TRUE	233.5	7.53225806451613	31	2.07	-0.9
12	1980	27	TRUE	165.2	5.32903225806452	31	1.55	-0.21
12	1981	14	TRUE	55.4	1.78709677419355	31	-2.2	0.41
12	1982	20	TRUE	161.3	5.20322580645161	31	2.64	-2.48
12	1983	24	TRUE	152.2	4.90967741935484	31	0.83	-0.17
12	1984	25	FALSE	97.2	3.13548387096774	31	1.52	-0.24
12	1985	26	TRUE	195	6.29032258064516	31	-0.43	0.12
12	1986	28	TRUE	231.1	7.45483870967742	31	3.42	-1.64
12	1987	19	TRUE	122.9	3.96451612903226	31	-0.81	-0.66
12	1988	20	TRUE	111.3	3.59032258064516	31	1.85	1.09
12	1989	14	TRUE	98.8	3.18709677419355	31	-2.23	-0.62
12	1990	22	TRUE	191.6	6.18064516129032	31	0.34	-0.38
12	1991	12	TRUE	100.2	3.23225806451613	31	1.24	-2.02
12	1992	18	TRUE	124	4	31	0.21	-0.71
12	1993	28	TRUE	231.3	7.46129032258064	31	2.17	0.07
12	1994	25	TRUE	257.9	8.31935483870968	31	2.86	-1.41
12	1995	17	FALSE	43.9	1.41612903225806	31	-3.33	-0.72
12	1996	17	FALSE	64.2	2.07096774193548	31	-4.7	0.71
12	1997	26	TRUE	142.1	4.58387096774194	31	-0.2	-1.12
12	1998	27	FALSE	107.5	3.46774193548387	31	1.95	1.32
12	1999	26	TRUE	239.8	7.73548387096774	31	2.13	1.37
12	2000	21	TRUE	172.2	5.55483870967742	31	-1.41	0.77
12	2001	19	TRUE	85.8	2.76774193548387	31	-2.25	-1.06
12	2002	21	TRUE	114.2	3.68387096774194	31	-0.98	-1.3
12	2003	20	TRUE	120.9	3.9	31	-0.85	0.92
12	2004	24	TRUE	111.5	3.59677419354839	31	1.27	-0.94
12	2005	19	FALSE	57.7	1.86129032258065	31	-0.81	0.01
12	2006	21	TRUE	313.6	10.1161290322581	31	3.03	-0.39
12	2007	19	TRUE	192.8	6.21935483870968	31	1.36	1.49
12	2008	17	TRUE	97.1	3.13225806451613	31	-0.58	1.43
12	2009	26	FALSE	114.5	3.69354838709677	31	-3.73	-0.95
12	2010	19	FALSE	30.8	0.993548387096774	31	-4.61	2.9
12	2011	31	TRUE	199.5	6.43548387096774	31	3.2	2.45
12	2012	23	TRUE	224.5	7.24193548387097	31	0.6	-0.77
12	2013	25	TRUE	245.1	7.90645161290323	31	3.54	-0.05
12	2014	25	TRUE	124.7	4.02258064516129	31	1.89	-0.66
12	2015	31	TRUE	487.9	15.7387096774194	31	4.22	-1
12	2016	19	TRUE	89.4	2.88387096774194	31	2.1	0.19
12	2017	25	TRUE	111.8	3.60645161290323	31	1	-0.27
2	1961	19	TRUE	102.1	3.64642857142857	28	4.06	0.58
2	1962	20	TRUE	73.8	2.63571428571429	28	0.77	-0.41
2	1963	15	FALSE	22.3	0.796428571428571	28	-1.9	0.26
2	1964	17	FALSE	36.9	1.27241379310345	29	-0.13	-0.13
2	1965	13	FALSE	18.7	0.667857142857143	28	-3.03	0.01
2	1966	23	TRUE	160	5.71428571428571	28	-0.38	-0.54
2	1967	20	TRUE	171.8	6.13571428571429	28	1.7	1.2
2	1968	14	TRUE	49.5	1.70689655172414	29	-1.53	0.77
2	1969	22	FALSE	59.6	2.12857142857143	28	-3.16	-0.85
2	1970	20	TRUE	101.3	3.61785714285714	28	1.1	-1.22
2	1971	17	TRUE	85.9	3.06785714285714	28	1.21	1.44
2	1972	25	TRUE	80.6	2.77931034482759	29	-0.2	0.67
2	1973	22	FALSE	52	1.85714285714286	28	1.22	-1.47
2	1974	23	TRUE	110.4	3.94285714285714	28	0.68	1.49
2	1975	9	FALSE	26.9	0.960714285714286	28	0.4	0.46
2	1976	17	TRUE	70.7	2.43793103448276	29	1.29	1.18
2	1977	23	TRUE	99.4	3.55	28	0.28	0.65
2	1978	21	FALSE	74.8	2.67142857142857	28	-1.99	-2.63
2	1979	14	FALSE	49.9	1.78214285714286	28	-0.62	0.61
2	1980	21	TRUE	96.9	3.34137931034483	29	0.7	-0.02
2	1981	16	TRUE	59.9	2.13928571428571	28	1.04	-0.47
2	1982	17	TRUE	82.3	2.93928571428571	28	2.25	-0.03
2	1983	15	FALSE	40.7	1.45357142857143	28	-1.25	-3.46
2	1984	16	FALSE	61.4	2.11724137931034	29	1.73	0.43
2	1985	9	FALSE	8.6	0.307142857142857	28	-0.24	0.79
2	1986	17	FALSE	17.9	0.639285714285714	28	-4.02	-1.28
2	1987	14	TRUE	70.9	2.53214285714286	28	-0.24	-1.41
2	1988	21	TRUE	118.1	4.07241379310345	29	-0.11	-0.65
2	1989	23	TRUE	158.5	5.66071428571429	28	3.61	0.8
2	1990	26	TRUE	282.4	10.0857142857143	28	5.11	-1.79
2	1991	17	TRUE	136.6	4.87857142857143	28	-0.02	-0.06
2	1992	21	FALSE	80.2	2.76551724137931	29	3.18	-1.05
2	1993	10	FALSE	14.6	0.521428571428571	28	0.11	-0.96
2	1994	18	TRUE	73.3	2.61785714285714	28	0.07	-0.06
2	1995	26	TRUE	215.1	7.68214285714286	28	3.13	-0.35
2	1996	20	TRUE	114.9	3.96206896551724	29	-0.12	-0.02
2	1997	26	TRUE	306.1	10.9321428571429	28	5.26	1.21
2	1998	21	FALSE	61.6	2.2	28	2.44	-1.97
2	1999	21	TRUE	61.4	2.19285714285714	28	1.8	0.58
2	2000	27	TRUE	143.2	4.93793103448276	29	4.37	1.24
2	2001	20	TRUE	125.7	4.48928571428571	28	0.07	1
2	2002	26	TRUE	264	9.42857142857143	28	3.01	0.64
2	2003	10	FALSE	45.1	1.61071428571429	28	1.34	-0.9
2	2004	19	TRUE	108.2	3.73103448275862	29	-1.23	0.77
2	2005	21	FALSE	56.7	2.025	28	-2.25	-2.99
2	2006	16	TRUE	74.1	2.64642857142857	28	-1.24	-0.12
2	2007	18	FALSE	82.3	2.93928571428571	28	0.42	-0.38
2	2008	17	TRUE	90.4	3.11724137931034	29	1.79	2.05
2	2009	14	FALSE	33.2	1.18571428571429	28	-1.43	1.37
2	2010	22	FALSE	37.8	1.35	28	-3.92	-1.59
2	2011	24	TRUE	189.5	6.76785714285714	28	2.79	2.12
2	2012	16	FALSE	54.7	1.88620689655172	29	1.28	0.22
2	2013	12	FALSE	32.3	1.15357142857143	28	-0.26	-0.47
2	2014	27	TRUE	211.8	7.56428571428571	28	2.32	-0.32
2	2015	16	TRUE	74.3	2.65357142857143	28	1.47	-0.04
2	2016	23	TRUE	118.8	4.09655172413793	29	1.61	-2.09
2	2017	23	TRUE	92.7	3.31071428571429	28	1.38	-0.33
3	1961	14	FALSE	36.2	1.16774193548387	31	2.08	-2.47
3	1962	15	TRUE	38.9	1.25483870967742	31	-3.78	-0.32
3	1963	21	TRUE	136.8	4.41290322580645	31	2.79	0.66
3	1964	22	TRUE	66.1	2.13225806451613	31	-0.77	0.71
3	1965	19	FALSE	53.6	1.72903225806452	31	0.23	0.24
3	1966	22	FALSE	68.4	2.20645161290323	31	1.05	-1.75
3	1967	27	TRUE	105	3.38709677419355	31	3	0.65
3	1968	21	TRUE	192.2	6.2	31	0.34	-0.56
3	1969	19	FALSE	56	1.80645161290323	31	-1.81	-0.03
3	1970	23	FALSE	52.8	1.70322580645161	31	-1.78	0.06
3	1971	22	FALSE	63.2	2.03870967741935	31	-1.76	1.98
3	1972	20	TRUE	94.3	3.04193548387097	31	0.26	0.13
3	1973	14	FALSE	41.6	1.34193548387097	31	1.04	-0.06
3	1974	19	FALSE	58.7	1.89354838709677	31	-0.81	2.1
3	1975	21	FALSE	44.6	1.43870967741935	31	-1.26	1.14
3	1976	19	FALSE	52.7	1.7	31	1.87	1.33
3	1977	24	TRUE	97	3.12903225806452	31	1.33	-1.2
3	1978	26	TRUE	135.7	4.37741935483871	31	3.1	-0.82
3	1979	27	TRUE	191.1	6.16451612903226	31	0.54	-0.49
3	1980	24	TRUE	94.5	3.04838709677419	31	-0.68	-1.06
3	1981	25	TRUE	192.5	6.20967741935484	31	0.01	-2.01
3	1982	23	TRUE	137.4	4.43225806451613	31	1.66	0.05
3	1983	22	FALSE	100.7	3.24838709677419	31	1.79	-3.25
3	1984	21	FALSE	66.4	2.14193548387097	31	-2.12	-0.85
3	1985	20	FALSE	61.9	1.99677419354839	31	0.07	0.2
3	1986	23	TRUE	101.9	3.28709677419355	31	2.86	-0.09
3	1987	21	TRUE	135.7	4.37741935483871	31	0.29	-2.03
3	1988	25	FALSE	94	3.03225806451613	31	0.78	0.13
3	1989	24	TRUE	145.5	4.69354838709677	31	2.45	0.59
3	1990	18	FALSE	42.1	1.35806451612903	31	3.11	-1.09
3	1991	21	TRUE	126	4.06451612903226	31	-1.37	-1.35
3	1992	28	FALSE	111.2	3.58709677419355	31	1.66	-2.85
3	1993	16	FALSE	33.5	1.08064516129032	31	1.47	-1.13
3	1994	30	TRUE	184.7	5.95806451612903	31	3.68	-1.35
3	1995	26	FALSE	106.5	3.43548387096774	31	1.06	0.24
3	1996	10	FALSE	24.5	0.790322580645161	31	-2.57	0.53
3	1997	22	TRUE	91.3	2.94516129032258	31	2.09	-1.09
3	1998	18	TRUE	126	4.06451612903226	31	1.24	-3.31
3	1999	22	TRUE	88.5	2.85483870967742	31	-0.72	0.78
3	2000	17	TRUE	61.5	1.98387096774194	31	0.54	0.88
3	2001	18	FALSE	45.2	1.45806451612903	31	-0.68	0.46
3	2002	20	TRUE	74.8	2.41290322580645	31	0.09	-0.81
3	2003	12	TRUE	68.4	2.20645161290323	31	1.08	-0.91
3	2004	20	TRUE	83.4	2.69032258064516	31	1.07	-0.11
3	2005	22	FALSE	58.6	1.89032258064516	31	-1.29	-0.26
3	2006	22	TRUE	125.2	4.03870967741936	31	-1.12	1.32
3	2007	19	TRUE	79.5	2.56451612903226	31	2.03	-0.3
3	2008	27	TRUE	130.4	4.20645161290323	31	0.37	1.04
3	2009	18	TRUE	61.6	1.98709677419355	31	0.15	-0.21
3	2010	19	TRUE	93.2	3.00645161290323	31	-0.8	-1.4
3	2011	11	TRUE	63.5	2.04838709677419	31	-0.17	2.09
3	2012	10	FALSE	25.2	0.812903225806452	31	1.78	0.2
3	2013	19	FALSE	47.7	1.53870967741935	31	-3.75	1.06
3	2014	18	TRUE	91.1	2.93870967741935	31	1.64	-1.7
3	2015	20	TRUE	102.3	3.3	31	1.99	-1.4
3	2016	13	TRUE	64.6	2.08387096774194	31	0.33	-0.75
3	2017	23	TRUE	119.4	3.85161290322581	31	1.05	0.41
4	1961	21	FALSE	81.3	2.71	30	0.71	1.15
4	1962	16	TRUE	98	3.26666666666667	30	0.74	0.3
4	1963	24	TRUE	85.1	2.83666666666667	30	-0.46	0.51
4	1964	23	FALSE	75.7	2.52333333333333	30	0.95	1.78
4	1965	22	FALSE	87.6	2.92	30	2.14	-1.34
4	1966	20	FALSE	74.2	2.47333333333333	30	1.18	-0.9
4	1967	15	FALSE	40.2	1.34	30	-0.76	-0.12
4	1968	16	TRUE	75.5	2.51666666666667	30	-0.71	-0.31
4	1969	18	FALSE	72.5	2.41666666666667	30	1.11	-0.9
4	1970	26	TRUE	111.7	3.72333333333333	30	2.52	-0.56
4	1971	13	TRUE	28.5	0.95	30	-3.15	2.58
4	1972	18	TRUE	100.4	3.34666666666667	30	0.22	-0.46
4	1973	22	FALSE	66.5	2.21666666666667	30	-2.61	-0.37
4	1974	4	FALSE	6.6	0.22	30	-2.3	1.27
4	1975	24	TRUE	72.6	2.42	30	-0.84	1.48
4	1976	14	TRUE	55.9	1.86333333333333	30	-1.53	0.24
4	1977	23	FALSE	81.7	2.72333333333333	30	1.07	-1.17
4	1978	14	FALSE	25.7	0.856666666666667	30	-3.12	-0.88
4	1979	24	FALSE	73.5	2.45	30	-0.79	-0.65
4	1980	7	FALSE	7.5	0.25	30	0.03	-1.6
4	1981	16	TRUE	53	1.76666666666667	30	-3.04	-0.6
4	1982	10	FALSE	17.2	0.573333333333333	30	-0.99	-0.46
4	1983	24	TRUE	82.5	2.75	30	-1.01	-1.41
4	1984	13	FALSE	15.5	0.516666666666667	30	0.33	0.39
4	1985	25	FALSE	87	2.9	30	0.34	1.42
4	1986	24	TRUE	79	2.63333333333333	30	-0.93	0.11
4	1987	18	FALSE	52.7	1.75666666666667	30	2.59	-2.69
4	1988	15	FALSE	41.2	1.37333333333333	30	-2.39	-0.03
4	1989	23	TRUE	73.4	2.44666666666667	30	-0.48	2.18
4	1990	18	FALSE	42.6	1.42	30	1.77	-0.01
4	1991	16	TRUE	76.8	2.56	30	1.48	-1.55
4	1992	25	FALSE	77.8	2.59333333333333	30	1.32	-2.06
4	1993	19	TRUE	131.9	4.39666666666667	30	0.83	-2.29
4	1994	22	FALSE	102.5	3.41666666666667	30	1.38	-2.63
4	1995	13	FALSE	23	0.766666666666667	30	-1.81	-1.72
4	1996	18	TRUE	58.8	1.96	30	-0.31	0.91
4	1997	13	FALSE	24	0.8	30	-0.97	-1.55
4	1998	24	FALSE	98.9	3.29666666666667	30	-0.39	-2.8
4	1999	20	TRUE	79.5	2.65	30	0.43	2.1
4	2000	21	TRUE	104.7	3.49	30	-3.34	1.76
4	2001	24	TRUE	96.7	3.22333333333333	30	1.24	-0.18
4	2002	13	FALSE	55.9	1.86333333333333	30	0.91	-0.48
4	2003	10	FALSE	50.7	1.69	30	-1.74	-0.48
4	2004	20	FALSE	60.2	2.00666666666667	30	1.08	-1.91
4	2005	20	TRUE	85	2.83333333333333	30	0.71	-1.22
4	2006	22	FALSE	58.6	1.95333333333333	30	0.57	1.17
4	2007	6	TRUE	35	1.16666666666667	30	-0.1	-0.35
4	2008	24	FALSE	68	2.26666666666667	30	-2.02	0.56
4	2009	13	FALSE	45.6	1.52	30	1.74	1.06
4	2010	11	FALSE	22.8	0.76	30	-1.03	1.88
4	2011	10	TRUE	43.3	1.44333333333333	30	2.39	3.02
4	2012	23	TRUE	103.1	3.43666666666667	30	-2.36	-0.65
4	2013	18	TRUE	68	2.26666666666667	30	0.03	0.01
4	2014	19	FALSE	62.9	2.09666666666667	30	0.84	0.81
4	2015	15	FALSE	53	1.76666666666667	30	1.03	-0.27
4	2016	21	FALSE	83	2.76666666666667	30	-2.06	-2.61
4	2017	15	FALSE	20.9	0.696666666666667	30	1.5	-0.75
5	1961	13	TRUE	61	1.96774193548387	31	-0.94	0.18
5	1962	21	TRUE	87.6	2.8258064516129	31	-0.1	1.1
5	1963	24	FALSE	74.5	2.40322580645161	31	1.91	0.14
5	1964	20	FALSE	71.8	2.31612903225806	31	2.51	-0.02
5	1965	18	FALSE	57.4	1.85161290322581	31	-0.08	-0.03
5	1966	17	TRUE	92	2.96774193548387	31	1.51	-0.71
5	1967	27	FALSE	140.9	4.54516129032258	31	-0.46	-0.41
